Name,ID,GND
KOBAK - Josef Israel (auch Josef Isaak K.) ,928,http://d-nb.info/gnd/137055978
KOBLER - Jakob ,929,NA
KOCHMANN - Itzig ,930,NA
KOHLER - Kaufmann - Dr. ,931,http://d-nb.info/gnd/118963775
KOHLMEYER - Hermann - auch Hirsch K. ,932,NA
KOHN - Abraham ,933,http://d-nb.info/gnd/132706644
KOHN - Abraham ,934,NA
KOHN - Albert - auch Adalbert oder Abisch K. ,935,NA
KOHN - Aron - auch A. WEIKERSHEIM ,936,NA
KOHN - Daniel ,937,NA
KOHN - David ,938,NA
KOHN - Falk ,939,NA
KOHN - Gabriel - auch G. Cohn oder G. Katz ,940,NA
KOHN - Haium ,941,NA
KOHN - Isak ,942,NA
KOHN - Jakob - Dr. - auch John K. ,943,NA
KOHN - Jonas ,944,NA
KOHN - Josef ,945,NA
KOHN - Josef Samuel ,946,NA
KOHN - Leopold ,947,NA
KOHN - Löwy ,948,NA
KOHN - Marx Michael ,949,NA
KOHN - Mendel ,950,NA
KOHN - Meschullam - gen. Bigde Kehunnah oder MeHaRZaCh ,951,http://d-nb.info/gnd/14240330X
KOHN - Michael Lazar ,952,NA
KOHN - Michael Löbl ,953,NA
KOHN - Moses - auch M. WEIKERSHEIM oder WEIGERSHEIM ,954,NA
KOHN - Moses Löb ,955,NA
KOHN - Salomon ,956,NA
KOHN - Samuel ,957,NA
KOHN - Samuel - gen. S. KOSTELHORE ,958,NA
KOHN - Simon ,959,NA
KOHNER - I. H ,960,NA
KOHNER - Philipp - hebr. Falk KOHN ,961,NA
KOLIN - Samuel - auch S. KELLIN oder KÖLL - gen. Mah. as. ith ha-Šäqäl ,962,http://d-nb.info/gnd/142370401
KOLLEK - Abraham ,963,NA
KÖNIGSHÖFER - Moses Jonas - Dr. ,964,NA
KÖNIGSTHAL - Jakob ,965,NA
KORCZYNER - Moses ,966,NA
KORNBLÜH - Samuel ,967,NA
KORNFELD - Aron ,968,http://d-nb.info/gnd/136422993
KORNFELD - Moritz ,969,NA
KORNITZER - J. L ,970,NA
KORPULUS - Aron ,971,NA
KÖSSLIN - Baruch ,972,NA
KOŽÍČEK - Emanuel ,973,NA
KRAILSHEIMER - Gabriel ,974,NA
KRAKAUER - Abraham Halevi ,975,NA
KRALOWSKY - Abraham ,976,NA
KRIMKE - Isaak Jakob ,977,http://d-nb.info/gnd/1034930885
KRISTELLER - Samuel ,978,NA
KRON - Jakob ,979,NA
KRON - Schemaja ,980,NA
KRONACH - Abraham ,981,NA
KRONER - Aron - Dr. ,982,NA
KRONER - Chaim ,983,NA
KRONIKER - Moses - auch M. KORNIK nach der Stadt Kórnik (Kurnik) in Großpolen ,984,NA
KRONSTADT - Jakob-Benjamin ,985,NA
KROTOSCHIN - Herz ,986,NA
KRÜGER - Markus Salomon - Dr. med. ,987,NA
KUHN - Hirsch Benjamin ,988,NA
KULB - David ,989,NA
KULKE - Simson ,990,NA
KUNREUTHER - Bär (heb. Issaschar-B.) ,991,NA
KUNREUTHER - Hirsch (hebr. Naftali-H.) ,992,NA
KUNREUTHER - Ignatz ,993,NA
KUNREUTHER - Jekutiel ,994,NA
KUTNA - Aron ,995,NA
KUTNER - Josua-Höschel ,996,http://d-nb.info/gnd/139187731
KUTTENPLAN - Josef - abgekürzt J. KAPP ,997,NA
KUTTNER - Nathan Hirsch ,998,http://d-nb.info/gnd/-
LABASZYNSKI - Joseph - auch J. LABASCHINSKI ,999,http://d-nb.info/gnd/-
LABISZYNSKI - Aron ,1000,NA
LAHNSTEIN - Israel ,1001,NA
LAMBERG - Ascher ,1002,NA
LAMBERG - Max - Dr. ,1003,NA
LAMMFROMM - Jakob M. ,1004,NA
LÄMMLE - Maier - eigentlich Lemle b. Meir ,1005,http://d-nb.info/gnd/-
LANDAU - Ascher ,1006,http://d-nb.info/gnd/-
LANDAU - David - auch D. POLLAK ,1007,NA
LANDAU - Ezechiel - gen. Ha-Noda‘ bIhudah ,1008,http://d-nb.info/gnd/13164145X
LANDAU - Israel-Jona ,1009,NA
LANDAU - Joseph-Samuel ,1010,NA
LANDAU - Menachem-Mendel ,1011,NA
LANDAU - Samuel ,1012,http://d-nb.info/gnd/136244459
LANDAU - Wolf - Dr. ,1013,http://d-nb.info/gnd/136543189
LANDAUER - Gabriel Josua - Dr. ,1014,http://d-nb.info/gnd/1034940309
LANDAUER - Joseph ,1015,NA
LANDAUER - Meyer Hirsch ,1016,http://d-nb.info/gnd/137136226
LANDE - Jakob ,1017,http://d-nb.info/gnd/-
LANDO - Moses - auch Moses MICHEL - gen. hä-h. arif [der Scharfsinnige] ,1018,NA
LANDSBERG - Elias ,1019,NA
LANDSBERG - Joseph ,1020,NA
LANDSBERG - Lewin - hebr. Arje-Löbusch ,1021,NA
LANDSBERG - Louis - Dr. ,1022,NA
LANDSBERG - Max - Dr. ,1023,http://d-nb.info/gnd/1034940341
LANDSBERG - Max - Dr. - eigentlich Marcus L. ,1024,NA
LANDSBERG - Mayer - Dr. ,1025,NA
LANDSBERG - Moritz - Dr. ,1026,http://d-nb.info/gnd/139912681
LANDSBERG - Moses Elkan ,1027,NA
LANDSBERGER - Israel ,1028,NA
LANDSBERGER - Julius - Dr. ,1029,http://d-nb.info/gnd/141651911
LANDSBERGER - Julius - Dr. ,1030,NA
LANDSBERGER - Mayer ,1031,NA
LANDSBERGER - Michael ,1032,NA
LANDSBERGER - Moses ,1033,NA
LANDSBERGER - Moses ,1034,NA
LANDSBERGER - Schmaja - auch Simon JOACHIM ,1035,NA
LANGE - Isaak Michael ,1036,NA
LANGENFELDER - Jakob ,1037,NA
LASERON - Wolf - auch W. LASERSON ,1038,NA
LASKER - Jakob-Abraham ,1039,NA
LASKER - Raphael ,1040,NA
LATZAR - Lasar ,1041,NA
LAZAR - Jakob ,1042,NA
LAZARUS - Aron Löb ,1043,NA
LAZARUS - Leiser - Dr. ,1044,http://d-nb.info/gnd/136544142
LAZARUS - Marx - hebr. Mordechai b. Elieser Halevi ,1045,NA
LEBRECHT - Meyer ,1046,NA
LEBRECHT - Moses Meier ,1047,NA
LEHMANN - David ,1048,NA
LEHMANN - Josef B. - Dr ,1049,NA
LEHMANN - Leopold ,1050,NA
LEHMANN - Markus - Dr. - hebr. Meïr L. ,1051,http://d-nb.info/gnd/128979178
LEIPEN - Josef ,1052,NA
LEMBERGER - Jechiel - genannt J. WERTHEIMER ,1053,NA
LEMBERGER - Löb (hebr. Juda-Arjeh-L.) - polnisch L. LEWOW ,1054,NA
LEMBERGER - Moses - polnisch M. LEWOW ,1055,NA
LENGSFELDER - Abraham Meyer ,1056,NA
LENGSFELDER - Salomon ,1057,http://d-nb.info/gnd/106074113X
LERNER - Josef - aus Hroznìtín (Lichtenstadt) b. Karlsbad - daher auch „Lasch“ genannt (d. i. L[icht. e‘n-]Š[t. at. ]) ,1058,http://d-nb.info/gnd/1028109954
LESCHINSKI - Mordechai Joseph Halevi ,1059,NA
LESCHINSKI - Samuel ,1060,NA
LESSER - Hirsch (hebr. Zwi-H.) ,1061,NA
LESSER - W ,1062,NA
Levi b. Salomon ,1063,NA
LEVI - Aron Moses ,1064,NA
LEVI - Baruch ,1065,NA
LEVI - Benedikt - Dr. ,1066,http://d-nb.info/gnd/1068374322
LEVI - David ,1067,NA
LEVI - Elias ,1068,NA
LEVI - Gerson - auch G. LÖW ,1069,NA
LEVI - Maier - bürgerlich Salomon L. ,1070,NA
LEVI - Marcus Valentin ,1071,NA
LEVI - Mordechai ,1072,NA
LEVI - Moses - später Johann Joseph KEIDEK ,1073,NA
LEVI - S ,1074,NA
LEVI - Salman - bürgerlich seit 1813 Salomon SPIRO - später S. LEVINGER ,1075,NA
LEVI - Samuel ,1076,http://d-nb.info/gnd/1041787413
LEVI - Samuel ,1077,NA
LEVI - Samuel Hirsch ,1078,NA
LEVIAN - Mathias ,1079,NA
LEVIN - Abraham Moses ,1080,NA
LEVIN - Philipp - hebr. Nathan-Feivel L. ,1081,NA
LEVIT - Meir Löb - bürgerlich Markus L ,1082,NA
LEVIT - Tobias - hebr. Tuvja HORSCHITZ ,1083,NA
LEVITA - Israel Bär ,1084,http://d-nb.info/gnd/1034940295
LEVITOCH - Simon ,1085,NA
LEVY - Feibusch ,1086,http://d-nb.info/gnd/1034940333
LEVY - Isaak ,1087,NA
LEVY - Jakob - Prof. Dr. ,1088,http://d-nb.info/gnd/137187238
LEVY - Löbel ,1089,NA
LEVY - Marx ,1090,http://d-nb.info/gnd/137083718
LEVY - Moses ,1091,NA
LEVY - Raphael Moses ,1092,NA
LEVY - Simon ,1093,NA
LEWI - Levin b. Joseph ,1094,NA
LEWIN - Adolf - Dr. ,1095,http://d-nb.info/gnd/116971207
LEWIN - Gabriel Hirsch ,1096,NA
LEWIN - Hirschel - auch H. LÖBEL - englisch Hart LYON ,1097,http://d-nb.info/gnd/102787123
LEWIN - Marcus ,1098,NA
LEWIN - Moritz - Dr. ,1099,NA
LEWIN - S ,1100,NA
LEWIN - Salomon ,1101,NA
LEWY - Joachim Löbel ,1102,NA
LEWYSOHN - Abraham ,1103,http://d-nb.info/gnd/142372005
LEWYSOHN - Ludwig - Dr. ,1104,NA
LIBERLES - Moses Elieser ,1105,NA
LICHTENSTADT - Abraham Salomon ,1106,NA
LICHTENSTADT - Simon - abgekürzt S. LASCH ,1107,http://d-nb.info/gnd/1026150868
LICHTENSTADT - Wolf (hebr. Benjamin-Zeev b. Juda) - abgekürzt W. LASCH ,1108,NA
LICHTENSTEIN - Ascher-Anschel ,1109,NA
LICHTENSTEIN - Bär (hebr. Issaschar-B.) - auch B. LICHTENSTADT - abgekürzt B. LASCH ,1110,NA
LICHTENSTEIN - Moses Michael ,1111,NA
LICHTSCHEIN - Ludwig - Dr. ,1112,NA
LIEBER - Nathan Wolf ,1113,NA
LIEBERLES - Josef ,1114,NA
LILG - Mendel ,1115,NA
LILIENTHAL - Max - Dr. ,1116,http://d-nb.info/gnd/117006157
LINDEMANN - Jakob ,1117,NA
LINDERMANN - Simon ,1118,NA
LINDMANN - Liebmann ,1119,NA
LIPCHOWITZ - Juda ,1120,NA
LIPPMANN - Abraham Jomtov ,1121,NA
LIPPMANN - Moses Elieser ,1122,NA
LIPPMANN - Gabriel - Dr. ,1123,http://d-nb.info/gnd/120208717
LIPSCHITZ - Hermann - Dr. ,1124,NA
LIPSCHITZ - Salman - auch Salman POSNER - gen. H. ämdath Šelomoh ,1125,NA
LIPSCHÜTZ - Baruch-Isaak - Dr. - bürgerlich Isidor LÜPSCHÜTZ oder LIEPSCHÜTZ ,1126,http://d-nb.info/gnd/1053151497
LIPSCHÜTZ - Gedalja ,1127,NA
LIPSCHÜTZ - Israel - bürgerlich Israel LAZARUS ,1128,http://d-nb.info/gnd/133977595
LIPSCHÜTZ - Israel - auch Isidor LÜPSCHÜTZ - gen. Tif’äräth Yiœra’el ,1129,http://d-nb.info/gnd/131775642
LIPSCHÜTZ - Oskar - Dr. - hebr. Secharja L. ,1130,NA
LIPSCHÜTZ - Salomon ,1131,NA
LIPSCHÜTZ - Salomon ,1132,NA
LISSA - Israel-Isserl ,1133,NA
LISSA - Juda ,1134,NA
LISSER - Aron Hirsch ,1135,NA
LISSER - Magnus-Mannes Löbel ,1136,NA
LISSNER - Meyer ,1137,NA
LITTAUER - Jakob ,1138,NA
LÖB - Heinrich - französisch Henri LŒB ,1139,NA
LÖB - Joachim ,1140,NA
LÖB - Lazarus - Dr. ,1141,NA
LOCHI - Jakob - auch J. LACHI ,1142,NA
LONNERSTADT - Leser ,1143,NA
LONNERSTADT - Scholem Abraham Kohen ,1144,NA
LORBEERBAUM - Jakob - gen. J. LISSA - der H. awwath Da‘ath ,1145,http://d-nb.info/gnd/136586635
LÖSSER - Heymann - bürgerlich Heyum LAZARUS ,1146,NA
LOEVI - Loser ,1147,NA
LÖW - Ascher - auch A.WALLERSTEIN ,1148,http://d-nb.info/gnd/1012284476
LÖW - Eleasar - seltener E. PILZ - gen. Šämän Roqeah.  ,1149,http://d-nb.info/gnd/141392088
LÖW - Leopold - ungarisch LÖW Lipót ,1150,http://d-nb.info/gnd/137219504
LÖW - Michael ,1151,NA
LÖW - Wolf ,1152,http://d-nb.info/gnd/136556442
LÖWE - Moritz - Dr. ,1153,http://d-nb.info/gnd/121350428
LÖWE - Simon - hebr. Sinai L. ,1154,NA
LÖWENBERG - Eleasar ,1155,NA
LÖWENFELD - Jakob ,1156,NA
LÖWENGARD - Maier Hirsch - auch Max H. L.; 16. April 1850 Namensänderung in Meier SALEM - geb. 5. März 1813 in Rexingen - Württ. ,1157,http://d-nb.info/gnd/123416248
LÖWENMAYER - Maier - Dr. ,1158,NA
LÖWENMAYER - Maier - Dr. ,1159,NA
LÖWENSTAMM - Abraham Heymann ,1160,http://d-nb.info/gnd/1034940317
LÖWENSTAMM - Jakob-Moses - niederländ. J. M. LEEUWENSTAM ,1161,NA
LÖWENSTAMM - Joachim - niederländ. J. LEEUWENSTAM ,1162,NA
LÖWENSTAMM - Menachem-Mendel - niederländ. M. LEEUWENSTAM - bürgerlich Emanuel L. - geb. vermutlich in Leszno (Lissa) - Großpolen ,1163,NA
LÖWENSTEIN - Bernhard - Dr. ,1164,NA
LÖWENSTEIN - Jakob-Koppel ,1165,http://d-nb.info/gnd/13954674X
LÖWENTHAL - J. G ,1166,NA
LÖWENTHAL - Nehemias ,1167,NA
LÖWI - Isaak - Dr. ,1168,http://d-nb.info/gnd/122192052
LÖWI - Isaias ,1169,NA
LÖWIT - David Bär ,1170,NA
LÖWIT - Jakob ,1171,NA
LÖWY ,1172,NA
LÖWY - Abraham ,1173,NA
LÖWY - Albert ,1174,http://d-nb.info/gnd/142007072
LÖWY - David ,1175,NA
LÖWY - David ,1176,NA
LÖWY - Elias ,1177,NA
LÖWY - Jakob Ezechiel ,1178,NA
LÖWY - Samuel ,1179,NA
LUNTENSCHÜTZ - Abraham Isaak ,1180,NA
MAASS - Nathan ,1181,http://d-nb.info/gnd/1089712235
MACHOL - Michael - Dr. ,1182,NA
MACK - Benedikt - auch B. MAK ,1183,NA
MAGGID - Itzig Leb ,1184,NA
MAHLER - Jakob ,1185,NA
MAHRAM - Meir - auch M. NIKOLSBURG ,1186,NA
MAIER - Joseph [von] - Dr. ,1187,http://d-nb.info/gnd/119537958
MAINZ - Moses Löb ,1188,http://d-nb.info/gnd/1046604945
MAINZER - Maier - Dr. ,1189,NA
MALBIM - Meyer Löbusch - bürgerlich M. L. WEISSER ,1190,NA
MAN - Menachem ,1191,NA
MANDL - Bernhard ,1192,NA
MANDL - Moses ,1193,NA
MANHEIMER - Juda ,1194,NA
MANNHEIMER - Isaak ,1195,NA
MANNHEIMER - Isak Aronsohn ,1196,NA
MARBURG - Moses-Masus ,1197,NA
MARCUS - Abraham ,1198,NA
MARCUS - Joachem ,1199,NA
MARCUS - Samson ,1200,NA
MARGULIES - Löb (hebr. Juda-L.) - gen. Peri Tevu’ah - bürgerlich Lewin ASCHER oder L. A. PEREL - geb. 1747 in Płock im östl. Großpolen ,1201,NA
MARGULIES - Mordechai ,1202,NA
MARKHEIM - Meyer Joseph - vermutlich identisch mit Meyer JÖSSEL ,1203,NA
MARKIEWITZ ,1204,NA
MARKSCHEINFELD - Moses ,1205,NA
MARKTBREITER - Simon Hirsch ,1206,NA
MARKUSE - Markus ,1207,NA
MARTSCHAK - Schija ,1208,NA
MARX - Jakob Aron - bürgerlich Alexander M. ,1209,NA
MARX - David ,1210,NA
MARX - Samuel ,1211,NA
MARX - Samuel ,1212,NA
MAUTNER - Rafael Gabriel ,1213,NA
MAY - Gerson Seckel ,1214,NA
MAYER - Abraham ,1215,NA
MAYER - Aron ,1216,NA
MAYER - Philipp Joseph ,1217,NA
MAYER - Mayer Jacob ,1218,NA
MAYER - Moritz - englisch Maurice M. ,1219,NA
MAYER - Samuel ,1220,NA
MAYER - Samuel - Dr. ,1221,http://d-nb.info/gnd/1012574997
MAYLÄNDER - Moses Abraham ,1222,NA
MEHLER - Ephraim Gumprich ,1223,NA
MEIER - Hirsch ,1224,NA
Meir ,1225,NA
Meir b. Jakob ,1226,NA
MEISEL - Moses ,1227,NA
MEISEL - Wolf Aloys - Dr. ,1228,http://d-nb.info/gnd/104111364
MEISTER - Heinemann-Joachim ,1229,NA
MEKLENBURG - Jakob Hirsch (hebr. Jakob Zwi-H.) ,1230,http://d-nb.info/gnd/104157380
MELDOLA - Abraham ,1231,http://d-nb.info/gnd/130345458
MELIS - Löb ,1232,NA
MELIS - Markus - Dr. ,1233,NA
MENACHEM - Aron ,1234,NA
Mendel ,1235,NA
MENDEL - Abraham ,1236,NA
MENDEL - Itzig - Dr ,1237,NA
MENDELSSOHN - Joachim ,1238,NA
MENDELSSOHN - Moses ,1239,NA
MENDELSSOHN - Samuel ,1240,NA
MENGBURG - Joseph ,1241,NA
MENGEBURG - Callmann - auch gen. C. BING ,1242,NA
MERZ - Aaron ,1243,NA
MERZBACH - Jakob ,1244,NA
MERZBACHER - Leo ,1245,NA
MESSING - Ahron Jonathan - Dr. ,1246,NA
MESSING - Joseph ,1247,NA
MESSING - Mayer ,1248,NA
METZ - Anschel (hebr. Ascher) ,1249,NA
METZ - Eisik ,1250,NA
METZ - Gedalia - bürgerlich Daniel ROTHENBURGER ,1251,NA
METZ - Gottlieb ,1252,http://d-nb.info/gnd/138328463
METZ - Jekutiel-Kofmann ,1253,NA
METZ - Joseph - auch Joseph ENGEL ,1254,NA
MEYER - Israel - Dr. ,1255,NA
MEYER - Samuel - Dr. ,1256,http://d-nb.info/gnd/13726139X
MEYER - Simon ,1257,NA
Michael Abraham Gabriel ,1258,NA
Michael b. Zwi ,1259,NA
MICHAELIS - Samuel - Dr. ,1260,NA
MICHEL - Seligmann ,1261,NA
MICHELSON - Abraham-Aberl ,1262,NA
MIELZINER - Benjamin Leib ,1263,NA
MIELZINER - Moses - Dr. ,1264,http://d-nb.info/gnd/138382468
MIESES - Abraham Isaac - Dr ,1265,NA
MIRELS - Aron ,1266,NA
MIRELS - Hirsch - gen. H. LONDON ,1267,NA
MIRELS - Israel Meschullam Salman ,1268,NA
MITZKER - Moses ,1269,NA
MOCH - Abraham ,1270,NA
MORAVEC - Lazar ,1271,NA
Mordechai ,1272,NA
Mordechai b. Joseph ,1273,NA
Mordechai-Josef b. Jakob Halevi ,1274,NA
Mordechai Zwi ,1275,NA
MORGENSTERN - Eisik - gen. E. KALISCH ,1276,NA
MORGENSTERN - Moses ,1277,NA
Moses ,1278,NA
Moses ,1279,NA
Moses ,1280,NA
Moses b. Mordechai ,1281,NA
Moses Gabriel ,1282,NA
MOSES - Jisroel Baruch ,1283,NA
MOSES - Juda Lewin ,1284,NA
MOSES - Salomon ,1285,NA
MUGDAN - David ,1286,http://d-nb.info/gnd/137901526
MÜHLRAD - Wolf ,1287,NA
MÜHSAM - Samuel - Dr. ,1288,http://d-nb.info/gnd/137682972
MÜLLER - Abraham ,1289,NA
MÜLLER - Joël - Dr. - auch Julius M. ,1290,http://d-nb.info/gnd/138105324
MÜLLER - Leopold ,1291,NA
MÜLLER - Moses Löb ,1292,http://d-nb.info/gnd/137829884
MÜLLER - Nathan Aron - Dr. - auch N. MILLER ,1293,NA
MÜNCHENBERG - J ,1294,NA
MUNK - Elias ,1295,http://d-nb.info/gnd/137913753
MUNK - Jakob ,1296,NA
MUNK - Joachim - hebr. Chajim POSNER ,1297,NA
MUNK - Meyer - genannt auch M. POSNER - M. PINNER oder M. TEOMIM-LEMEL ,1298,NA
MUNK - Michel Levin (hebr. Jechiel Arjeh-Löb) ,1299,NA
MUNK - Pinchas Löb ,1300,NA
MUNK - Sanwil Meyer ,1301,NA
MÜNZER - Juda ,1302,NA
N. N ,1303,NA
N. N ,1304,NA
N. N ,1305,NA
Naftali b. Chaim ,1306,NA
Naftali-Hirsch b. Gabriel-Jakob ,1307,NA
NAGEL - Samuel ,1308,NA
NAGELSTOCK - Markus ,1309,NA
NAGER - Abraham - Dr. ,1310,NA
NASCH - Isaias ,1311,NA
NASCHER - Jonathan ,1312,NA
NASCHER - Moses ,1313,NA
NASCHÉR - Simon - Dr. ,1314,http://d-nb.info/gnd/137309643
Nathan ,1315,NA
NATHAN - Scheye ,1316,NA
NATHANSOHN - Chaim ,1317,NA
NATHANSOHN - Schmei ,1318,NA
NAUMBURG - Jakob ,1319,NA
NECKARSULMER - Baruch Hirsch ,1320,NA
NECKARSULMER - Juda Wolf ,1321,NA
NETTER - Seeligmann Simon ,1322,http://d-nb.info/gnd/122833376
NEUBURG - Samuel ,1323,NA
NEUBURGER - Gabriel Löb ,1324,NA
NEUBURGER - Mendel ,1325,NA
NEUDA - Aaron Moses ,1326,NA
NEUDA - Abraham ,1327,NA
NEUFELD - Moses-Hirsch ,1328,NA
NEUFELD - Hendel ,1329,NA
NEUGASS - Löb ,1330,NA
NEUGASS - Moses ,1331,NA
NEUMANN - Abraham - Dr. ,1332,http://d-nb.info/gnd/131423592
NEUSTADT - Josel ,1333,NA
NEUSTADT - Joseph ,1334,NA
NEUSTADT - M ,1335,NA
NEUSTADT - Pinkus - Dr. ,1336,http://d-nb.info/gnd/137306865
NEUSTEDEL - Ascher ,1337,NA
NIEDERWERRN - Issaschar ,1338,NA
NIEDERWERRN - Samuel ,1339,NA
Noah b. Simon ,1340,NA
NORDEN - Chaim ,1341,NA
OBERDORFER - Jakob ,1342,NA
OELSNER - Baruch - auch B. ELSNER ,1343,NA
OELSNER - Marcus ,1344,NA
OHLENBURG - Isaak ,1345,NA
OPLATKA - Isaak H. ,1346,NA
OPPENHEIM - Abraham ,1347,NA
OPPENHEIM - Bär (hebr. Dov-B.) - bürgerlich Bernhard O. ,1348,http://d-nb.info/gnd/1068876603
OPPENHEIM - Chaim ,1349,NA
OPPENHEIM - David ,1350,NA
OPPENHEIM - Joachim - Dr. ,1351,NA
OPPENHEIM - Joachim Heinrich - Dr. - hebr. Chaim O. ,1352,http://d-nb.info/gnd/138076049
OPPENHEIM - Juda ,1353,NA
OPPENHEIM - Simon ,1354,NA
OPPENHEIMER ,1355,NA
OPPER - Friedmann ,1356,NA
OPPERN - Pinkus ,1357,NA
OPPLER - Josef Lazarus ,1358,NA
ORANIENBURG - Hirsch (heb. Zwi-H.) ,1359,NA
OSER - Baruch - gen. B. AUSTRICH - bürgerlich B. MAYER ,1360,NA
ÖSTREICH - Ephraim ,1361,http://d-nb.info/gnd/-
OTTENSOSER - Lazarus - „Reb Elosor“ ,1362,http://d-nb.info/gnd/129708151
ÖTTINGER - Jakob Joseph ,1363,http://d-nb.info/gnd/130140783
PANETH - Ezechiel - genannt Mar’eh Yeh. äzqe’l ,1364,http://d-nb.info/gnd/1025013700
PAPPENHEIM - Salomon ,1365,http://d-nb.info/gnd/116031573
PARADIES - Joel Sander ,1366,NA
PARADIES - Leiser Hirsch ,1367,NA
PASCHKES - Moses ,1368,NA
PEISER - Hirsch (hebr. Zwi-H.) - genannt Hirschele Charif ,1369,NA
PEISER - Jechiel ,1370,http://d-nb.info/gnd/-
PERELES - Adam Moses ,1371,NA
PERELES - Isak ,1372,NA
PERELES - Moses ,1373,NA
PERL - Jekutiel Leiser - auch L. MARGULIES ,1374,NA
PERLES - Joseph - Dr. ,1375,http://d-nb.info/gnd/116079584
PERLES - Markus ,1376,NA
PERLS - Meyer ,1377,NA
PERLS - Isaak-Moses ,1378,NA
PETSCHAUER - Elieser-Veit ,1379,NA
PFERSEE - Zadok ,1380,NA
PHILIP - Isaac Mayer ,1381,NA
PHILIPPSON - Gustav - Dr. ,1382,http://d-nb.info/gnd/104346353
PHILIPPSON - Ludwig - Dr. ,1383,http://d-nb.info/gnd/116176288
PHILIPPSTHAL - Dob Beer ,1384,NA
PICARD - Eliakim ,1385,NA
PICK - David ,1386,NA
PICK - Jakob ,1387,NA
PICK - Josef Samuel ,1388,NA
PICK - Menachem Aron ,1389,NA
PILZ - Joseph ,1390,NA
PINCZOWER - Joachim ,1391,NA
PINKUS - Fabisch ,1392,NA
PINNER - Lewin ,1393,NA
PISKO - Enoch - Dr. ,1394,NA
PLACZEK - Abraham ,1395,NA
PLACZEK - Bernhard - Dr. - hebr. Baruch P. ,1396,http://d-nb.info/gnd/116203412
PLACZEK - David ,1397,NA
PLATO - Hirsch - Dr. (hebr. Zwi-H.) ,1398,http://d-nb.info/gnd/1026886953
PLAUT - Ezechias Feiwel ,1399,NA
PLAUT - Rudolf - Dr. (hebr. Ruben) ,1400,http://d-nb.info/gnd/139667415
PLESSNER - Salomon ,1401,http://d-nb.info/gnd/130137030
POLATSCHEK - Philipp - Dr. - tschech. dr. Filip POLÁČEK ,1402,NA
POLIN - Eisik ,1403,NA
POLLACH - Josua Hermann ,1404,NA
POLLAK - Enoch ,1405,NA
POLLAK - Jakob Löb ,1406,NA
POLLAK - Joachim - hebr. Chaim Josef P. ,1407,http://d-nb.info/gnd/142104345
POLLAK - Lazar - Dr. ,1408,http://d-nb.info/gnd/1026379202
POLLAK - Levi ,1409,NA
POLLAK - Abraham Löbl - gen. Juda BRODA ,1410,NA
POLLAK - Ludwig ,1411,NA
POLLAK - Markus [Menachem Mendl] ,1412,NA
POLLAK - Markus ,1413,NA
POLLAK - Salomon ,1414,NA
POLNAUER - Markus ,1415,NA
POPPER - Salomon - Dr. ,1416,NA
POPPER - Samuel ,1417,NA
POPPER - Simon ,1418,NA
POSEN - Jakob ,1419,NA
POSEN - Jakob ,1420,NA
POSEN - Lazarus ,1421,http://d-nb.info/gnd/134085027
POSEN - Salman Jekutiel ,1422,NA
POSEN - Salomon Simon Jekutiel ,1423,NA
POSENER - Isaak Simon ,1424,NA
POSENER - Joel ,1425,NA
POSENER - Moses ,1426,NA
PRÄGER - Elias Hirsch ,1427,http://d-nb.info/gnd/1017378673
PRÄGER - Moses ,1428,http://d-nb.info/gnd/1012294390
PRAŽÁK - Samuel ,1429,NA
PRESBURGER - Gabriel Isack ,1430,NA
PRESBURGER - Moses ,1431,NA
PREUSS - Abraham 10. Jan. 1880 in Pleszew (Pleschen) - Prov. Posen ,1432,NA
PULVERMACHER - Aron ,1433,NA
PULVERMACHER - Jesaja-Schaje ,1434,NA
QUETSCH - Salomon ,1435,http://d-nb.info/gnd/1069124745
RABL - Abraham-Aberl ,1436,NA
RADT - Salomon ,1437,NA
Rafael ,1438,NA
RAFAEL - Aron ,1439,NA
RAHMER - Moritz - Dr. ,1440,http://d-nb.info/gnd/139789006
RANDEGGER - Maier ,1441,http://d-nb.info/gnd/1027429939
RANSCHBURG - Salomon ,1442,NA
RAPHAEL - Philipp - Dr. ,1443,NA
RAPOPORT - Salomon Leib (hebr. S. Juda-L. - abgekürzt ŠIR) ,1444,http://d-nb.info/gnd/137371713
RAPP - Seligmann ,1445,NA
RAPPAPORT - Benjamin-Wolf ,1446,NA
RAPPAPORT - Hirsch - auch H. RAPPERT - bürgerlich H. COHEN ,1447,NA
RAPPAPORT - Isaak-Itzik - auch I. KAHANA-RAPPAPORT ,1448,NA
RAPPAPORT - Isaak ,1449,NA
RAPPAPORT - Löb (hebr. Arje-L.) ,1450,NA
RAPPAPORT - Simcha-Bunem - auch Simeon-Benjamin KAHANA-RAPPAPORT - bürgerlich seit 1808 Bonum COHEN - geb. 1734 in Wallerstein bei Nördlingen ,1451,NA
RASCHWITZ - Löb (hebr. Juda-L.) ,1452,NA
RECKENDORF - Mendel ,1453,NA
RECKENDORF - Mordechai ,1454,NA
REDLICH - Pinchas Löb ,1455,NA
REDISCH - Eisik ,1456,NA
REGER - Elias ,1457,NA
REHFISCH - Jakob Simcha ,1458,NA
REICH - Jakob-Koppel ,1459,NA
REICHELS - Wolf (hebr. Benjamin-W.) ,1460,NA
REICHENBERGER - Lazarus ,1461,NA
REICHENBERGER - Nathan-Neta ,1462,NA
