fn,ln,geb,gest,BHR
Nascher,Moses,1811,1885,BHR1
Naschér,Simon,1842,1901,BHR1
Nathan,Scheye. ,,,BHR1
Nathansohn,Chaim,1814,1878,BHR1
Nathansohn,Schmei. ,,,BHR1
Naumburg,Jakob,,1811,BHR1
Neckarsulmer,Baruch Hirsch. ,,,BHR1
Neckarsulmer,Juda Wolf,1800,1880,BHR1
Netter,Seeligmann Simon,1754,1809,BHR1
Neuburg,Samuel. ,,,BHR1
Neuburger,Gabriel Löb,1808,1888,BHR1
Neuburger,Mendel,1779,1835,BHR1
Neuda,Aaron Moses. ,,,BHR1
Neuda,Abraham,1812,1854,BHR1
Neufeld,Moses-Hirsch,,1791,BHR1
Neufeld,Hendel,1745,1830,BHR1
Neugass,Löb,,1818,BHR1
Neugass,Moses,1759,1841,BHR1
Neumann,Abraham,1809,1875,BHR1
Neustadt,Josel. ,,,BHR1
Neustadt,Joseph,1815,1861,BHR1
Neustadt,M. ,,,BHR1
Neustadt,Pinkus,1823,1902,BHR1
Neustedel,Ascher,,1811,BHR1
Niederwerrn,Issaschar,,1809,BHR1
Niederwerrn,Samuel,1722,1790,BHR1
Noah b. Simon,,,1830,BHR1
Norden,Chaim,,1872,BHR1
Oberdorfer,Jakob,1807,1884,BHR1
Oelsner,Baruch,,1849,BHR1
Oelsner,Marcus,,1842,BHR1
Ohlenburg,Isaak. ,,,BHR1
Oplatka,Isaak H.,1820,1900,BHR1
Oppenheim,Abraham,,1786,BHR1
Oppenheim,Bär (hebr. Dov-B.),1791,1859,BHR1
Oppenheim,Chaim,1770,1822,BHR1
Oppenheim,David,1816,1876,BHR1
Oppenheim,Joachim,1848,1918,BHR1
Oppenheim,Joachim Heinrich,1832,1891,BHR1
Oppenheim,Juda,1800,1878,BHR1
Oppenheim,Simon,1753,1851,BHR1
Opper,Friedmann. ,,,BHR1
Oppern,Pinkus. ,,,BHR1
Oppler,Josef Lazarus. ,,,BHR1
Oranienburg,Hirsch (heb. Zwi-H.),,1784,BHR1
Oser,Baruch,1739,1822,BHR1
Ottensoser,Lazarus,5559-1798,1876,BHR1
Öttinger,Jakob Joseph,1780,1860,BHR1
Paneth,Ezechiel,1783,1844,BHR1
Pappenheim,Salomon,1740,1814,BHR1
Paradies,Joel Sander. ,,,BHR1
Paradies,Leiser Hirsch,1816,1902,BHR1
Paschkes,Moses,,1854,BHR1
Peiser,Hirsch (hebr. Zwi-H.),,1823,BHR1
Peiser,Jechiel. ,,,BHR1
Pereles,Adam Moses,1795,1851,BHR1
Pereles,Isak,1778,1851,BHR1
Pereles,Moses,1761,1820,BHR1
Perl,Jekutiel Leiser,1768,1842,BHR1
Perles,Joseph,1835,1894,BHR1
Perles,Markus,,1825,BHR1
Perls,Meyer,1811,5654-1893,BHR1
Perls,Isaak-Moses,1784,1854,BHR1
Petschauer,Elieser-Veit,,,BHR1
Pfersee,Zadok,,1826,BHR1
Philip,Isaac Mayer. ,,,BHR1
Philippson,Gustav,,1880,BHR1
Philippson,Ludwig,1811,1889,BHR1
Philippsthal,Dob Beer,,,BHR1
Picard,Eliakim,1822,1903,BHR1
Pick,David,1804,1878,BHR1
Pick,Jakob,1824,1886,BHR1
Pick,Josef Samuel,,,BHR1
Pick,Menachem Aron,,1833,BHR1
Pilz,Joseph. ,,,BHR1
Pinczower,Joachim. ,,,BHR1
Pinkus,Fabisch. ,,,BHR1
Pinner,Lewin,1799,,BHR1
Pisko,Enoch,,,BHR1
Placzek,Abraham,1799,1884,BHR1
Placzek,Bernhard,1834,1922,BHR1
Placzek,David,,1883,BHR1
Plato,Hirsch,1822,1910,BHR1
Plaut,Ezechias Feiwel,1818,1895,BHR1
Plaut,Rudolf,1843,1914,BHR1
Plessner,Salomon,1797,1883,BHR1
Polatschek,Philipp,1819,1893,BHR1
Polin,Eisik. ,,,BHR1
Pollach,Josua Hermann. ,,,BHR1
Pollak,Enoch. ,,,BHR1
Pollak,Jakob Löb,1802,1851,BHR1
Pollak,Joachim,1798,1879,BHR1
Pollak,Lazar,1822,1905,BHR1
Pollak,Levi,,1806,BHR1
Pollak,Abraham Löbl,,1845,BHR1
Pollak,Ludwig. ,,,BHR1
Pollak,Markus ,,1866,BHR1
Pollak,Markus,1830,1895,BHR1
Pollak,Salomon,1811,1895,BHR1
Polnauer,Markus,,1828,BHR1
Popper,Salomon,1819,1891,BHR1
Popper,Samuel. ,,,BHR1
Popper,Simon,1816,1882,BHR1
Posen,Jakob,,,BHR1
Posen,Jakob,1772,1849,BHR1
Posen,Lazarus,1803,1865,BHR1
Posen,Salman Jekutiel,,1793,BHR1
Posen,Salomon Simon Jekutiel,1808,1875,BHR1
Posener,Isaak Simon. ,,,BHR1
Posener,Joel,,1837,BHR1
Posener,Moses,,1854,BHR1
Präger,Elias Hirsch,1767,1847,BHR1
Präger,Moses,1817,1861,BHR1
Pražák,Samuel. ,,,BHR1
Presburger,Gabriel Isack,1780,1858,BHR1
Presburger,Moses,,1798,BHR1
Pulvermacher,Aron,,,BHR1
Pulvermacher,Jesaja-Schaje,1792,1874,BHR1
Quetsch,Salomon,1798,1856,BHR1
Rabl,Abraham-Aberl,1811,1841,BHR1
Radt,Salomon,,1867,BHR1
Rafael,Aron,,1800,BHR1
Rahmer,Moritz,1837,1904,BHR1
Randegger,Maier,1780,1853,BHR1
Ranschburg,Salomon,1816,1895,BHR1
Raphael,Philipp,1822,1872,BHR1
Rapoport,Salomon Leib (hebr. S. Juda-L.,1790,1867,BHR1
Rapp,Seligmann. ,,,BHR1
Rappaport,Benjamin-Wolf,1754,1837,BHR1
Rappaport,Hirsch,1765,1832,BHR1
Rappaport,Isaak-Itzik,1735,1781,BHR1
Rappaport,Isaak,,1788,BHR1
Rappaport,Löb(hebr. Arje-L.),1693,1780,BHR1
Rappaport,Simcha-Bunem,1734,1816,BHR1
Raschwitz,Löb (hebr. Juda-L.),,1784,BHR1
Reckendorf,Mendel,,1782,BHR1
Reckendorf,Mordechai. ,,,BHR1
Redlich,Pinchas Löb. ,,,BHR1
Redisch,Eisik,1793,1849,BHR1
Reger,Elias. ,,,BHR1
Rehfisch,Jakob Simcha,1804,1877,BHR1
Reich,Jakob-Koppel. ,,,BHR1
Reichels,Wolf (hebr. Benjamin-W.),,1786,BHR1
Reichenberger,Lazarus,,,BHR1
Reichenberger,Nathan-Neta,1772,1853,BHR1
Reichmann,Heymann,1809,,BHR1
Reik,Israel,,1825,BHR1
Reimann,Salomon,1827,,BHR1
Reinganum,Isack,,1803,BHR1
Reinganum,Moses,,1833,BHR1
Reindorf,Isaak,,1803,BHR1
Reiniger,Jesaias,1782,1857,BHR1
Reiniz,Nathan-Feitel,,1862,BHR1
Reis,Abraham,1802,1862,BHR1
Reisner,Jonas,1785,1824,BHR1
Reiss,Alexander,1775,1854,BHR1
Reiss,Moses,1802,1878,BHR1
Reiss,Seligmann,1764,1831,BHR1
Richen,Löb Herz,1733,1815,BHR1
Richter,Emanuel Kalman,1732,1812,BHR1
Ris,Abraham,1763,1834,BHR1
Ris,Raphael,1728,1813,BHR1
Ritter,Immanuel Heinrich,1825,1890,BHR1
Rokeach,Eleazar. ,,,BHR1
Romann,Philipp,1810,1842,BHR1
Ronsburg,Bezalel,1762,1820,BHR1
Roos,Kaufmann,1805,1876,BHR1
Roos,Löb Moses,1768,1838,BHR1
Rosenau,Abraham. ,,,BHR1
Rosenbach,Aron,1772,1827,BHR1
Rosenbacher,Aron,1795,1870,BHR1
Rosenbaum,Elias Raphael,1808,1886,BHR1
Rosenbaum,Emmanuel-Männlein. ,,,BHR1
Rosenbaum,Izik Löb,,1810,BHR1
Rosenbaum,Jona,1822,1894,BHR1
Rosenbaum,Mendel,1783,1868,BHR1
Rosenbaum,Seckel,1777,1865,BHR1
Rosenberg,Jacob Moses,1806,1868,BHR1
Rosenberg,Meyer,,1811,BHR1
Rosenberg,Samuel. ,,,BHR1
Rosenfeld,Abraham,1806,1867,BHR1
Rosenfeld,Ascher,,1849,BHR1
Rosenfeld,Baruch,1815,,BHR1
Rosenfeld,Moses Jehuda,1755,1828,BHR1
Rosenfeld,Samson Wolf,1783,1862,BHR1
Rosenstein,Elchanan,1796,1869,BHR1
Rosenstein,Michael,1832,1900,BHR1
Rosenstein,Samuel-Sanwil,,1824,BHR1
Rosenstrauch,Wilhelm,,,BHR1
Rosenthal,Ferdinand,1838,1921,BHR1
Rosenthal,Leeser,1794,1868,BHR1
Rosenthal,Salomon. ,,,BHR1
Rössler,Moses Löb. ,,,BHR1
Roth,Herrmann,1834,1864,BHR1
Roth,Louis,,,BHR1
Rothenheim,Wolf,1801,,BHR1
Rothschild,Callmann. ,,,BHR1
Rothschild,David,1816,1892,BHR1
Rothschild,Raphael,,,BHR1
Rothschild,Salomon-Salman,1804,1877,BHR1
Rothstein,Salkind. ,,,BHR1
Rubert,Moses Menachem-Mendel,,1794,BHR1
Rubin,Samuel-Aron,,1857,BHR1
Rülf,Isaak,1831,1902,BHR1
Saalschütz,Levin Joseph,1754,1823,BHR1
Sachs,Dob,1771,1834,BHR1
Sachs,Jakob David,1749,1834,BHR1
Sachs,Jakob Hirsch,1794,1849,BHR1
Sachs,Markus,1795,,BHR1
Sachs,Michael,1808,1864,BHR1
Sachs,Moritz. ,,,BHR1
Sachs,Moses,1800,1870,BHR1
Sachs,Moses. ,,,BHR1
Sachs,Salomon,1795,1850,BHR1
Sachs,Simon,,,BHR1
Saft,Chaim. ,,,BHR1
Salfeld,Sigmund,1843,1926,BHR1
Salinger,Michael,,1886,BHR1
Salomon (Schlome-Salman),,,1803,BHR1
Salomon b. Seev. ,,,,BHR1
Salomon,Gotthold,1784,1862,BHR1
Salomon,Ludwig-Löb,1801,,BHR1
Salomon,Moses,1770,1839,BHR1
Salomon,Nathan,1762,1820,BHR1
Salvendi,Adolf,1837,1914,BHR1
Salzer,Moses,1841,1902,BHR1
Sammter,Ascher,1807,1887,BHR1
Samotsch,Hirsch (hebr. Zwi-H.),1740,1807,BHR1
Samst,Emanuel-Mendel,1731,1815,BHR1
Samst,Samuel (oder Salomon?),1760,1839,BHR1
Samter,Moses Gabriel,1802,,BHR1
Samter,Salomon,,1814,BHR1
Samter,Tobias,1838,1900,BHR1
Samuel-Sanwil,,,1817,BHR1
Sänger,Jonas,1803,1880,BHR1
Sänger,Max,1821,1882,BHR1
Sarahson,Chajim Jechiel,,1874,BHR1
Sarner,Ferdinand Leopold,1825,1878,BHR1
Sauel,Judas,1748,,BHR1
Schach, Aron b. Moses,,1781,BHR1
Schach, Aron b. Elieser,1786,1854,BHR1
Schach, Lazarus b. Aron,1738,1823,BHR1
Schach, Meyer b. Aron,,1808,BHR1
Schach, Moses b. Elieser,1773,1840,BHR1
Schachne,,,1851,BHR1
Schäfer,Elieser Josef Jakob,1744,1824,BHR1
Schak,Nathan,,1785,BHR1
Schallinger,SamuelHakohen,,,BHR1
Schames,Jakob,,1785,BHR1
Scheie,Nathan-Nata,,1863,BHR1
Scheuer,Feitel,1775,,BHR1
Scheuer,Herz,1753-1756,1822,BHR1
Scheuer,Löb (hebr. Juda-L.),1733,1821,BHR1
Scheuer,Michel,1738,1809,BHR1
Scheuer,Tewele,1711,1782,BHR1
Schick,Abraham,,1830,BHR1
Schick,Lazar,1834,1901,BHR1
Schidloff,Isak,1817,1898,BHR1
Schidloff,Jakob. ,,,BHR1
Schiff,Mayer,,1807,BHR1
Schiff,Tewele,,1792,BHR1
Schiffmann,Moses,1811,1894,BHR1
Schlank,Hirsch (hebr. Zwi-H.),,,BHR1
Schlank,Mordechai,1773,1861,BHR1
Schlenker,Seligmann,1800-1801,1860,BHR1
Schlesinger,D. ,,,BHR1
Schlesinger,Gottschalk,1813,1900,BHR1
Schlesinger,Maier,1837,,BHR1
Schlesinger,Naftaly. ,,,BHR1
Schlessinger,Wolf,1812,1854,BHR1
Schloss,Aron. ,,,BHR1
Schloss,Levi Joseph,1743,1826,BHR1
Schmarje b. Nathan. ,,,,BHR1
Schmelkes,Samuel,,1805,BHR1
Schmiedl,Adolf,1821,1913,BHR1
Schmiedl,Juda,1776,1855,BHR1
Schnaittach,Joseph,1774,1861,BHR1
Schnaittach,Nathan,,,BHR1
Schnaittacher,Bär Hajum,1758,1827,BHR1
Schneidemühl,Hirsch (hebr. Zwi-H.),1803,1875,BHR1
Schnitzler,Salomon Wolff. ,,,BHR1
Schochet,Löb (hebr. Jakob Arjeh-L.),,1855,BHR1
Schöpflich,Anselm-Anschel,1773,1846,BHR1
Schott,Leopold(hebr. Juda-Löb),1807,1869,BHR1
Schotten,Hillel,1755,1823,BHR1
Schotten,Joseph-Jospe. ,,,BHR1
Schotten,Samuel,,1796,BHR1
Schotten,Samuel,,1782,BHR1
Schreiber,Benjamin,1779,1839,BHR1
Schreiber,Josef Löwy. ,,,BHR1
Schreiber,Meier,1805,,BHR1
Schreiber,Salomon,,1894,BHR1
Schrötter,David,,1882,BHR1
Schrötter,Elieser,,1863,BHR1
Schrötter,Israel Chaim,1801,1839,BHR1
Schüler,Israel-Eisle,,,BHR1
Schüller,Aron,,1846,BHR1
Schüller,Josef. ,,,BHR1
Schulmann,David Lewin,1754,1814,BHR1
Schwab,Aron,,1875-1831,BHR1
Schwab,Emanuel,1812,1869,BHR1
Schwab,Isaak,,1789,BHR1
Schwab,Löb,1794,1857,BHR1
Schwab,M. L. ,,,BHR1
Schwab,Wolf,,1827,BHR1
Schwabacher,Jakob Samuel,,1818,BHR1
Schwabacher,Simeon Löb,1819,1888,BHR1
Schwarz,Adam. ,,,BHR1
Schwarz,Hayum,1800,1875,BHR1
Schwarz,Heinrich,1824,,BHR1
Schwarz,Israel,1828,1875,BHR1
Schwarzkopf,Abraham. ,,,BHR1
Schwarzkopf,Benedikt,1797,,BHR1
Schwarzkopf,Salomon. ,,,BHR1
Schwarzschild,Aron Moses,,1812,BHR1
Schwarzschild,Moses,1750,1834,BHR1
Schwarzschild,Moses,1804,1875,BHR1
Schwarzstein,Israel,1840,,BHR1
Schwerin,Eliakim-Götz,1762,1852,BHR1
Seckendorf,Salomon. ,,,BHR1
Seev,Nehemias. ,,,BHR1
Segall,Benjamin Sebulon. ,,,BHR1
Sekelsohn,M. ,,,BHR1
Sekelssohn,A. ,,,BHR1
Selig,Ruben,,1828,BHR1
Selig,Samson,,1841,BHR1
Seligmann,Aaron,1805,1864,BHR1
Seligmann,Joel,1744,1829,BHR1
Seligmann,Löb,1804,1857,BHR1
Seligmann,Ludwig,1813,1879,BHR1
Seligsberg,Marx Hayum,1799,1877,BHR1
Selka,Israel Hirsch,,1827,BHR1
Selz,Elkan,1808,1881,BHR1
Selz,Hayum,1802,1876,BHR1
Semnitz,Jechiel Zwi. ,,,BHR1
Semo,Abraham. ,,,BHR1
Semo,Sabbatay,1780,1843,BHR1
Sichel,Leopold-Lemle,1809,1854,BHR1
Silber,J. ,,,BHR1
Silber,Jakob,1763,,BHR1
Silberkron,Jakob,1752,1838,BHR1
Silbermann,Lasar,1819,1882,BHR1
Silberstein,Michael,1834,1910,BHR1
Simon b. Jona,,,1793,BHR1
Singer,Jakob. ,,,BHR1
Singer,Löb,,,BHR1
Singer,Moritz,1813,,BHR1
Singer,Moses. ,,,BHR1
Sinzheim,Josef-David,1745,1812,BHR1
Skag,Hirsch Hakohen,,,BHR1
Skutsch,Pinkus,,1819,BHR1
Skutsch,Eisik,1800,1873,BHR1
Sobernheim,Isaak Rafael,1807,1869,BHR1
Sofer,Moses,1762,1839,BHR1
Sofer,Nachum,,1815,BHR1
Sondheimer,Hillel,1840,1899,BHR1
Sonnentheil,Emanuel,1770,1849,BHR1
Sonneschein,Salomon Hirsch,1839,1908,BHR1
Sontheim,Moses Tobias,1755,1830,BHR1
Sontheimer,Hillel Wolf,1748,1832,BHR1
Sophar,Wolf,1806,1883,BHR1
Speyer,Michel,1740,1822,BHR1
Speyer,Samuel,1838,,BHR1
Spiro,Benjamin-Wolf,,1792,BHR1
Spiro,Elias,1777-1797,1855,BHR1
Spiro,Elieser,,,BHR1
Spiro,Jacob Cohen. ,,,BHR1
Spiro,Joachim. ,,,BHR1
Spiro,Joseph-Joske,1767,1853,BHR1
Spiro,M. L. ,,,BHR1
Spiro,Moses Joseph,1770,1830,BHR1
Spitz,Abraham Löb. ,,,BHR1
Spitz,Aron Halevi,,1816,BHR1
Spitz,Isak,1766,1842,BHR1
Spitz,Moises. ,,,BHR1
Spitz,Zacharias,,1883,BHR1
Spitzer,Salomon-Salman,1826,1893,BHR1
Staadecker,Zacharias Issaschar,1799,1857,BHR1
Stadthagen,David,1822,,BHR1
Stadthagen,Ephraim. ,,,BHR1
Stampfen,Koppel. ,,,BHR1
Stark,M. ,,,BHR1
Steg,Samuel Gerson,,1807,BHR1
Stein,Abraham,1769,1846,BHR1
Stein,Abraham,1818,1884,BHR1
Stein,Alexander,1843,1914,BHR1
Stein,Jakob,1821,,BHR1
Stein,Leopold,1810,1882,BHR1
Stein,Menachem Levi. ,,,BHR1
Stein,Wilhelm. ,,,BHR1
Steinacher,Wolf,1764,1835,BHR1
Steiner,Samuel,,1861,BHR1
Steinhardt,Akiba,1788,1846,BHR1
Steinhardt,Jakob. ,,,BHR1
Steinhardt,Löb,,,BHR1
Steinhardt,Menachem-Mendel,1768,1824,BHR1
Steinschneider,Daniel,1758,1846,BHR1
Steppacher,Baruch Löb,1755,1838,BHR1
Stern,Abraham,1751,1797,BHR1
Stern,Abraham,1762,1831,BHR1
Stern,Anschel,1820,1888,BHR1
Stern,Ignaz. ,,,BHR1
Stern,Joachim,1809,1895,BHR1
Stern,Moritz,1822,,BHR1
Stern,Moses. ,,,BHR1
Stern,Wilhelm,1826,1897,BHR1
Sternberg,Jakob. ,,,BHR1
Sternberg,Wolf,,1860,BHR1
Stössel,Michael H.,,1879,BHR1
Stössel,Moritz,,1867,BHR1
Stössel,Aron Moses,1796,1861,BHR1
Stössels,Ascher. ,,,BHR1
Strasser,Eleasar,1790,1848,BHR1
Straus,Samuel,1758,1820,BHR1
Strauss,Isaac,1837,1915,BHR1
Streusand,Nochem,,1872,BHR1
Struck,Salomon Michael,1796,1871-1871,BHR1
Sulzberger,Abraham Hirsch,1802,1828,BHR1
Süskind,Samuel,1811,1894,BHR1
Süsskind,Lemle,,1789,BHR1
Süsskind,Moses,,1793,BHR1
Sutro,Abraham,1784,1869,BHR1
Sutto,J. ,,,BHR1
Synek. ,,,,BHR1
Tauber,Aron,,1856,BHR1
Tauber,Jakob,1842,1916,BHR1
Tauber,Löb,1752,1829,BHR1
Tauber,Moritz. ,,,BHR1
Tauber,Moses. ,,,BHR1
Taussig,Chaim. ,,,BHR1
Teltscher,Hirsch (hebr. Zwi-H.). ,,,BHR1
Tendlau,Abraham,,1790,BHR1
Tendlau,Heyum,,1829,BHR1
Teomim,Jakob,,1850,BHR1
Teomim,Isaak-Joseph,1727,1792,BHR1
Teomim,Josua Feibel. ,,,BHR1
Teomim,Löb (hebr. Arje-Juda-L.),,1794,BHR1
Teomim,Samuel. ,,,BHR1
Teomim-Schnapper,Sußmann,,1794,BHR1
Teomim-Fränkel,Baruch,1760,1828,BHR1
Teweles,Ephraim Löw Katz,1773,1849,BHR1
Teweles,Juda,1807,1869,BHR1
Thalheimer,Faust Löw,1806,1867,BHR1
Thalmann,Gumbel,,1880,BHR1
Theumann,Aron Hakohen,,1885,BHR1
Thockus,M. ,,,BHR1
Thorner,Moses Elieser,,1837,BHR1
Thorsch,Leopold,,1911,BHR1
Tichý,Abraham. ,,,BHR1
Tietz,Hermann,1834,1908,BHR1
Tiktin,Abraham,1764,1820,BHR1
Tiktin,Abraham,,1821,BHR1
Tiktin,Gedalja,1808,1886,BHR1
Tiktin,Salman,1791,1843,BHR1
Tintner,Birch Abraham,,1874,BHR1
Tintner,Moritz,1830,1876,BHR1
Toff,Jakob. ,,,BHR1
Toff,Hirsch,,1839,BHR1
Toff,Pessach,1803,1865,BHR1
Torni,Meier. ,,,BHR1
Traub,Hirsch,1791,1849,BHR1
Traub,Joachim,1713,1793,BHR1
Traub,Löw,,1878,BHR1
Traub,Meyer Alexander,,1815,BHR1
Traub,Jakob Seligmann,1744,1819,BHR1
Traube,Leiser,1775,1824,BHR1
Traube,Levin,,1824,BHR1
Trebitsch,Nehemias,1779,1842,BHR1
Treuenfels,Abraham,1818,1879,BHR1
Trier,Abraham,,1794,BHR1
Trier,Salman,1758,1846,BHR1
Trischet,Abraham,1753,1827,BHR1
Trischet,Markus,,1866,BHR1
Troller,Isak. ,,,BHR1
Türkel,Salomo Hirsch. ,,,BHR1
Ullmann,Abraham,1791,1849,BHR1
Ullmann,Benjamin-Wolf,,1811,BHR1
Ullmann,Lion,1804,1843,BHR1
Ullmann,Löb (hebr. Juda-L.),1716,1796,BHR1
Ullmann,Salomon-Schalom,1755,1825,BHR1
Ullmann,Samuel,1740,1824-1814,BHR1
Ungar,Moses,,1814,BHR1
Ungar,Moses,1814,,BHR1
Unger,Joachim Jakob,1826,1912,BHR1
Ungerleider,Rudolf,1833,1911,BHR1
Utitz,Abraham. ,,,BHR1
Utitz,Jakob. ,,,BHR1
Veilchenfeld,Moses,1794,1872,BHR1
Veitel,Uri Löw,1784,1851,BHR1
Victor,Hermann,1816,,BHR1
Vogel,Moses. ,,,BHR1
Vogelsdorf,Samuel Lasi. ,,,BHR1
Vogelstein,Heinemann,1841,1911,BHR1
Wagner,Hayum Süßel,1806,1892,BHR1
Wahlhausen,Wolf,,1811,BHR1
Wälder,Abraham,1809,1876,BHR1
Wäldler,Salomon Lipmann,1831,1904,BHR1
Waldstein,Moses,1792,1873,BHR1
Wallau,Leser,1742,1821,BHR1
Wallerstein,Abraham,,1792,BHR1
Wallerstein,Josua,1836,1876,BHR1
Wanefried,Menachem,1795,1891,BHR1
Wanefried,Moses,,1850,BHR1
Warburg,Samuel,,1817,BHR1
Warisch,Jakob,,1808,BHR1
Warter,Isaak,,1798,BHR1
Wassermann,Moses ,1811,1892,BHR1
Wassermann,Salomon,1780,1859,BHR1
Wassertrilling,Herrmann,,1887,BHR1
Wassertrilling,Jakob. ,,,BHR1
Wechsler,Abraham Josef,1796,1850,BHR1
Wechsler,Bernhard,1807,1874,BHR1
Wechsler,Hyle,1843,1894,BHR1
Weil,Abraham,1754,1831,BHR1
Weil,Hirsch,1764,1839,BHR1
Weil,Seligmann Jakob,1757,1832,BHR1
Weil,Lazar. ,,,BHR1
Weil,Nathan,1756,1829,BHR1
Weil,Nathanael,1818,1892,BHR1
Weil,Ruben,1763,1850,BHR1
Weil,Siegmund,1814,1886,BHR1
Weil,Tia,1721,1805,BHR1
Weiler,Abraham,,1832,BHR1
Weimann,Elkan,1818,1886,BHR1
Weinberger,Abraham Isak,,1868,BHR1
Weinberger,Josua Ahron Hirsch (hebr. J. A. Zwi-H.),1815,1891,BHR1
Weiner,Löwy. ,,,BHR1
Weis,Isaac Mayer,1819,1900,BHR1
Weiskopf,David,1798,1882,BHR1
Weiskopf,Moses,1836,1936,BHR1
Weiss,Benjamin,1845,1917,BHR1
Weiss,Eisik Hirsch,1815,1905,BHR1
Weiss,Isak. ,,,BHR1
Weiss,Israel,1819,1907,BHR1
Weiss,Josua,,1911,BHR1
Weissblum,Mathias,,1873,BHR1
Weisse,Josef,1812,1897,BHR1
Weissler,Nathan. ,,,BHR1
Weltmann,Chajim Lewin,,1849,BHR1
Werner,Hartwig,1819,1905,BHR1
Werner,Isak,,1836,BHR1
Wertheimer,Akiba-Israel,1778,1835,BHR1
Wertheimer,Wolf. ,,,BHR1
Westheimer,Israel. ,,,BHR1
Wetzlar,Marcus Gerson,1801,1878,BHR1
Weyl,Chaim,1779,1847,BHR1
Weyl,Meyer,1744,1826,BHR1
Wiener,Adolph Meyer,1812,1895,BHR1
Wiener,Juda Gabriel,1787,1842,BHR1
Wiener,Moses Menachem. ,,,BHR1
Wiener,Josef-Simon,,1815,BHR1
Wiesner,Jonas Julius,1814,1889,BHR1
Wigdor,Samuel,,1791,BHR1
Willner,Samuel Haim. ,,,BHR1
Willstätter,Benjamin,1813,1895,BHR1
Willstätter,Elias,1796,1842,BHR1
Willstätter,Ephraim,1810,1862,BHR1
Wilner,Ascher,,1856,BHR1
Wilner,Isaac Salomon,,1806,BHR1
Winter,Salomon,,1853,BHR1
Winternitz,Abraham. ,,,BHR1
Wissmann,Löb (hebr. Juda-L.),,1903,BHR1
Witkowski,Israel,,1884,BHR1
Wittelshöfer,Israel,1813,1896,BHR1
Wittelshöfer,Moses,1770,1840,BHR1
Wittersheim,Samuel-Nathanael,1766,1831,BHR1
Wohl,Löb (hebr. Juda-Arjeh-L.),,1828,BHR1
Wohl,Samson,,1825,BHR1
Wohlgemuth,Jesaja,1820,1898,BHR1
Wohlmuth,Josua. ,,,BHR1
Wolf(hebr. Zeev-W.),,,1806,BHR1
Wolf b. Salomon-Salman (hebr. Zeev-W.),,,1809,BHR1
Wolf b. Zwi(hebr. Zeev-W.),,,1802,BHR1
Wolf,Alexander-Sender,1762,1843,BHR1
Wolf,Aron. ,,,BHR1
Wolf,Avigdor. ,,,BHR1
Wolf,Israel,,1830,BHR1
Wolf,Löbusch,1781,1856,BHR1
Wolf,Maier. ,,,BHR1
Wolf,Marum b. Meir,1758,1829,BHR1
Wolff,Abraham,1801,1891,BHR1
Wolff,David,1760,,BHR1
Wolff,Moritz,1824,1904,BHR1
Wolff,Samuel A.,1760,1843,BHR1
Wolffgang,Abraham. ,,,BHR1
Wolffssohn,Aron,1788,1830,BHR1
Wolfsohn,Heymann,1810,1897,BHR1
Wolfssohn,Wilhelm,1827,1905,BHR1
Worms,Aron,1754,1836,BHR1
Wormser,Joseph,,1825,BHR1
Wormser,Joseph Samuel,1807,1892,BHR1
Wormser,Löb,1801,1850,BHR1
Wormser,Moses,,1826,BHR1
Wormser,Salman,,1806,BHR1
Wormser,Salomon,1814,1887,BHR1
Wormser,Samuel,,1858,BHR1
Wormser,Seckel,1769,1839,BHR1
Wormser,Seckel Löb,1768,1847,BHR1
Wreschner,Abraham,,1846-5606,BHR1
Wreschner,Abraham-Abbusch,1796,1876-1875,BHR1
Wreschner,Emanuel,1828,1900,BHR1
Wreschner,Israel,,1820,BHR1
Wreschner,Jakob,1822,,BHR1
Wreschner,Moses Abraham,1821,1903,BHR1
Wronik,Michael,1753,1838,BHR1
Wunder,Adam,1817,1905,BHR1
Wurm,Joachim,1818,,BHR1
Wurmfeld,David. ,,,BHR1
Wyler,Leopold,,1857,BHR1
Zellniker,Wolf. ,,,BHR1
Zilz,Eleasar. ,,,BHR1
Zilz,Meyer,,1826,BHR1
Zilzer,Joachim Löb,1800,1837,BHR1
Zilzer,Moses Löb,,1831,BHR1
Zilzer,Samuel,1802,1859,BHR1
Zirndorf,Heinrich,1829,1893,BHR1
Zirndorfer,Samuel. ,,,BHR1
Zivi,Raphael,,1837,BHR1
Zlotowe,Henoch,1769,1851,BHR1
Zlotower,Moses. ,,,BHR1
Zomber,Bernhard (hebr. Dov-Bär),1821,1884,BHR1
Zorn,Nathan,,1854,BHR1
Zuckermandel,Löbl. ,,,BHR1
Zuckermandel,Moses Samuel,1836,1917,BHR1
Zuckermann,Hirsch Jakob. ,,,BHR1
Zuckermann,M. H. ,,,BHR1
Zuckermann,Simon,,1855,BHR1
Aber,Felix,1895,1964,BHR2
Ackermann,Aron,1867,1912,BHR2
Adler,Abraham,,,BHR2
Adler,Immanuel,,,BHR2
Adler,Joseph Gabriel,,,BHR2
Adler,Lazarus Levi,,,BHR2
Adler,Oskar ,,,BHR2
Alexander,Siegfried,1886,,BHR2
Alexander,Simon,,1871,BHR2
Altmann,Adolf,1879,,BHR2
Altmann,Alexander,1906,1988,BHR2
Altmann,Joseph-Josel,,,BHR2
Andorn,Hans,1903,1945,BHR2
